Assay	UniProt	MR_outcomes	Beta
PTGR1	Q14914	Phosphatidylcholines	-0.0275
PTGR1	Q14914	Total cholines	-0.0266
PTGR1	Q14914	High density lipoprotein cholesterol levels	-0.0187
PTGR1	Q14914	Apolipoprotein A1	-0.0222
PTGR1	Q14914	Phosphatidylcholines	-0.0339
PTGR1	Q14914	Phosphoglycerides	-0.0321
PTGR1	Q14914	Total cholines	-0.0321
PTK7	Q13308	Non-HDL cholesterol levels	-0.0405
PTK7	Q13308	Total cholesterol levels	-0.0229
PTK7	Q13308	Apolipoprotein B	-0.0472
PTK7	Q13308	Non-HDL cholesterol levels	-0.0572
PTK7	Q13308	Non-HDL cholesterol levels	-0.141
PTN	P21246	Cognitive performance	-0.0909
PTN	P21246	Mood swings	-0.0242
PTN	P21246	WHR	-0.0446
PTN	P21246	Mood swings	-0.0271
PTN	P21246	Peripheral artery disease	-0.241
PTN	P21246	WHR	-0.049
PTN	P21246	Peripheral artery disease	-0.71
PTPRR	Q15256	Apolipoprotein A1	0.244
PTPRR	Q15256	High density lipoprotein cholesterol levels	0.145
PTPRZ1	P23471	Height	0.0315
QSOX2	Q6ZRP7	Apolipoprotein B	0.0229
QSOX2	Q6ZRP7	Low density lipoprotein cholesterol levels	0.0238
QSOX2	Q6ZRP7	Non-HDL cholesterol levels	0.0293
QSOX2	Q6ZRP7	Pulse pressure	-0.277
QSOX2	Q6ZRP7	Total cholesterol levels	0.0275
QSOX2	Q6ZRP7	Apolipoprotein B	0.0315
QSOX2	Q6ZRP7	Low density lipoprotein cholesterol levels	0.0325
QSOX2	Q6ZRP7	Non-HDL cholesterol levels	0.0394
QSOX2	Q6ZRP7	Pulse pressure	-0.381
QSOX2	Q6ZRP7	Total cholesterol levels	0.0374
QSOX2	Q6ZRP7	Forced expiratory volume in 1-second (FEV1)	-0.152
QSOX2	Q6ZRP7	Forced vital capacity (FVC)	0.153
QSOX2	Q6ZRP7	Height	-0.305
RAB11FIP3	O75154	Height	0.117
RAB2B	Q8WUD1	Body fat mass	0.0814
RAB2B	Q8WUD1	Educational attainment	-0.0741
RAB2B	Q8WUD1	Height	0.065
RABEPK	Q7Z6M1	Ascending aorta diameter	-0.304
RABEPK	Q7Z6M1	Pulse pressure	2.66
RABEPK	Q7Z6M1	Systolic blood pressure	2.75
RABEPK	Q7Z6M1	Ascending aorta diameter	-0.172
RABEPK	Q7Z6M1	Pulse pressure	1.49
RABEPK	Q7Z6M1	Systolic blood pressure	1.53
RARRES1	P49788	Height	-0.0169
RBKS	Q9H477	Non-HDL cholesterol levels	0.0431
RBKS	Q9H477	Total cholesterol levels	0.03
RBKS	Q9H477	Triglycerides	0.0663
RBM17	Q96I25	IGF-1	-0.033
RBM17	Q96I25	IGF-1	-0.0494
RBM17	Q96I25	IGF-1	-0.0405
RBM17	Q96I25	IGF-1	-0.065
RBPMS2	Q6ZRY4	IGF-1	0.139
RBPMS2	Q6ZRY4	Pulse pressure	1.48
RBPMS2	Q6ZRY4	Systolic blood pressure	1.61
REEP4	Q9H6H4	Height	0.0354
RELT	Q969Z4	Apolipoprotein A1	0.0783
RELT	Q969Z4	Diastolic blood pressure	-0.706
RELT	Q969Z4	Forced expiratory volume in 1-second (FEV1)	0.074
RELT	Q969Z4	Intracranial aneurysm	-0.693
RELT	Q969Z4	Apolipoprotein A1	0.17
RELT	Q969Z4	Diastolic blood pressure	-1.99
RELT	Q969Z4	Forced expiratory volume in 1-second (FEV1)	0.21
RELT	Q969Z4	Intracranial aneurysm	-1.77
RELT	Q969Z4	Apolipoprotein A1	0.105
RELT	Q969Z4	Diastolic blood pressure	-1.14
RELT	Q969Z4	Forced expiratory volume in 1-second (FEV1)	0.123
RELT	Q969Z4	Intracranial aneurysm	-1.05
RELT	Q969Z4	Apolipoprotein A1	0.0613
RGMA	Q96B86	Height	-0.125
RGMB	Q6NW40	Forced expiratory volume in 1-second (FEV1)	-0.0236
RGMB	Q6NW40	Height	-0.0358
RGMB	Q6NW40	Forced expiratory volume in 1-second (FEV1)	-0.058
RGMB	Q6NW40	Forced expiratory volume in 1-second (FEV1)	-0.0482
RIGI	O95786	Body fat-free mass	0.0168
RIGI	O95786	Height	0.0198
RIGI	O95786	High density lipoprotein cholesterol levels	-0.0201
RIGI	O95786	Triglycerides	0.0223
RIGI	O95786	Weight	0.0232
RIGI	O95786	High density lipoprotein cholesterol levels	-0.0324
RNASE4	P34096	Hirschsprung's disease	1.94
RNASE4	P34096	Hirschsprung's disease	1.59
RNASE4	P34096	Hirschsprung's disease	1.92
RNASET2	O00584	Basal cell carcinoma	0.0735
RNASET2	O00584	Hypothyroidism/myxoedema	-0.00516
RNASET2	O00584	Body mass index	0.0127
RNASET2	O00584	Crohn's disease	-0.281
RNASET2	O00584	Hyperthyroidism/thyrotoxicosis	-0.00267
RNASET2	O00584	Inflammatory bowel disease	-0.178
RNASET2	O00584	Basal cell carcinoma	0.12
RNASET2	O00584	Crohn's disease	-0.308
RNASET2	O00584	Hypothyroidism/myxoedema	-0.0123
RNASET2	O00584	Inflammatory bowel disease	-0.249
RNASET2	O00584	Lung cancer	0.151
RNASET2	O00584	Rheumatoid arthritis	-0.243
RNASET2	O00584	Ulcerative colitis	-0.192
RNF149	Q8NC42	Triglycerides	0.0179
ROR1	Q01973	Height	0.00943
ROR1	Q01973	Valine	-0.0304
ROR1	Q01973	Valine	-0.06
ROR1	Q01973	Height	0.0263
ROR1	Q01973	Valine	-0.0531
ROR2	Q01974	Height	0.0229
RPA2	P15927	Apolipoprotein A1	0.0862
RPA2	P15927	Body mass index	-0.068
RPA2	P15927	C-reactive protein	-0.0722
RPA2	P15927	High density lipoprotein cholesterol levels	0.0743
RPE	Q96AT9	Height	-0.0668
RPE	Q96AT9	Height	-0.13
RPE	Q96AT9	Height	-0.0858
RPE	Q96AT9	Height	-0.173
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.0833
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0285
RSPO3	Q9BXY4	Apolipoprotein B	0.0371
RSPO3	Q9BXY4	Concentration of chylomicrons and extremely large VLDL	0.0595
RSPO3	Q9BXY4	Fasting insulin	0.029
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.127
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.0378
RSPO3	Q9BXY4	Hip circumference	-0.0287
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0209
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0343
RSPO3	Q9BXY4	Total cholesterol levels	0.0144
RSPO3	Q9BXY4	Triglycerides	0.0418
RSPO3	Q9BXY4	Very low-density lipoprotein cholesterol	0.0486
RSPO3	Q9BXY4	Visceral adipose tissue (VAT)	0.0574
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0828
RSPO3	Q9BXY4	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.0717
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.102
RSPO3	Q9BXY4	WHR	0.0734
RSPO3	Q9BXY4	Waist circumference	0.0246
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.075
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0256
RSPO3	Q9BXY4	Apolipoprotein B	0.0338
RSPO3	Q9BXY4	Concentration of chylomicrons and extremely large VLDL	0.0539
RSPO3	Q9BXY4	Diastolic blood pressure	-0.118
RSPO3	Q9BXY4	Fasting insulin	0.0258
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.116
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.0343
RSPO3	Q9BXY4	Hip circumference	-0.0259
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0188
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0309
RSPO3	Q9BXY4	Subcutaneous fat	-0.0686
RSPO3	Q9BXY4	Total cholesterol levels	0.013
RSPO3	Q9BXY4	Triglycerides	0.0375
RSPO3	Q9BXY4	Very low-density lipoprotein cholesterol	0.0442
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0764
RSPO3	Q9BXY4	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.0653
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.0924
RSPO3	Q9BXY4	WHR	0.0684
RSPO3	Q9BXY4	Waist circumference	0.0221
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.177
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0587
RSPO3	Q9BXY4	Fasting insulin	0.0563
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.262
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.0804
RSPO3	Q9BXY4	Hip circumference	-0.0593
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0441
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0731
RSPO3	Q9BXY4	Total cholesterol levels	0.0316
RSPO3	Q9BXY4	Triglycerides	0.0891
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.161
RSPO3	Q9BXY4	WHR	0.153
RSPO3	Q9BXY4	Waist circumference	0.0481
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.161
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0531
RSPO3	Q9BXY4	Fasting insulin	0.0509
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.238
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.0728
RSPO3	Q9BXY4	Hip circumference	-0.0537
RSPO3	Q9BXY4	Hypertension	-0.0145
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0399
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0661
RSPO3	Q9BXY4	Total cholesterol levels	0.0286
RSPO3	Q9BXY4	Triglycerides	0.0807
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.147
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.193
RSPO3	Q9BXY4	WHR	0.139
RSPO3	Q9BXY4	Waist circumference	0.0435
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.126
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0425
RSPO3	Q9BXY4	Apolipoprotein B	0.056
RSPO3	Q9BXY4	Concentration of chylomicrons and extremely large VLDL	0.0896
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.193
RSPO3	Q9BXY4	Very low-density lipoprotein cholesterol	0.0733
RSPO3	Q9BXY4	Visceral adipose tissue (VAT)	0.0862
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.127
RSPO3	Q9BXY4	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.109
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.155
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.108
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0366
RSPO3	Q9BXY4	Apolipoprotein B	0.0495
RSPO3	Q9BXY4	Concentration of chylomicrons and extremely large VLDL	0.074
RSPO3	Q9BXY4	Educational attainment	-0.0186
RSPO3	Q9BXY4	Fasting insulin	0.0332
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.157
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.0494
RSPO3	Q9BXY4	Hip circumference	-0.0372
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0279
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0473
RSPO3	Q9BXY4	Total cholesterol levels	0.0196
RSPO3	Q9BXY4	Triglycerides	0.0551
RSPO3	Q9BXY4	Very low-density lipoprotein cholesterol	0.064
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0975
RSPO3	Q9BXY4	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.0829
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.123
RSPO3	Q9BXY4	WHR	0.094
RSPO3	Q9BXY4	Waist circumference	0.0314
RSPO3	Q9BXY4	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.266
RSPO3	Q9BXY4	Apolipoprotein A1	-0.0786
RSPO3	Q9BXY4	Apolipoprotein B	0.102
RSPO3	Q9BXY4	Concentration of chylomicrons and extremely large VLDL	0.182
RSPO3	Q9BXY4	Diastolic blood pressure	-0.434
RSPO3	Q9BXY4	Fasting insulin	0.0814
RSPO3	Q9BXY4	Forced expiratory volume in 1-second (FEV1)	0.0398
RSPO3	Q9BXY4	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.356
RSPO3	Q9BXY4	High density lipoprotein cholesterol levels	-0.123
RSPO3	Q9BXY4	Hip circumference	-0.0808
RSPO3	Q9BXY4	Low density lipoprotein cholesterol levels	0.0605
RSPO3	Q9BXY4	Non-HDL cholesterol levels	0.0986
RSPO3	Q9BXY4	Osteoporosis	-0.00796
RSPO3	Q9BXY4	Total cholesterol levels	0.0402
RSPO3	Q9BXY4	Triglycerides	0.13
RSPO3	Q9BXY4	Very low-density lipoprotein cholesterol	0.148
RSPO3	Q9BXY4	Visceral adipose tissue (VAT)	0.204
RSPO3	Q9BXY4	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.252
RSPO3	Q9BXY4	Visceral adipose tissue and abdominal subcutaneous adipose tissue ratio (VAT/ASAT)	0.226
RSPO3	Q9BXY4	Visceral adipose tissue and gluteofemoral adipose tissue ratio (VAT/GFAT)	0.326
RSPO3	Q9BXY4	WHR	0.215
RSPO3	Q9BXY4	Waist circumference	0.0679
S100A14	Q9HCY8	Non-HDL cholesterol levels	-0.0444
S100A14	Q9HCY8	Non-HDL cholesterol levels	-0.0857
S100A14	Q9HCY8	Triglycerides	-0.0699
SAT2	Q96F10	Apolipoprotein A1	0.0451
SAT2	Q96F10	Body fat-free mass	0.0433
SAT2	Q96F10	Forced vital capacity (FVC)	-0.0558
SAT2	Q96F10	Height	0.0797
SAT2	Q96F10	High density lipoprotein cholesterol levels	0.0559
SAT2	Q96F10	Hip circumference	0.0544
SAT2	Q96F10	IGF-1	0.0734
SAT2	Q96F10	Triglycerides	-0.0347
SAT2	Q96F10	Weight	0.054
SAT2	Q96F10	Diastolic blood pressure	0.688
SAT2	Q96F10	Osteoarthritis (hip or knee)	0.164
SAT2	Q96F10	Osteoarthritis (hip or knee)	0.0704
SAT2	Q96F10	Pulse pressure	0.232
SAT2	Q96F10	Systolic blood pressure	0.519
SCAMP3	O14828	Crohn's disease	-0.893
SCAMP3	O14828	HbA1c	-0.104
SCAMP3	O14828	Inflammatory bowel disease	-0.709
SCAMP3	O14828	Type 2 diabetes	-0.388
SCAMP3	O14828	Vitamin D	-0.17
SCARF1	Q14162	Non-HDL cholesterol levels	-0.0258
SCARF2	Q96GP6	Body fat-free mass	0.0264
SCARF2	Q96GP6	Coronary artery disease	0.067
SCARF2	Q96GP6	Forced expiratory volume in 1-second (FEV1)	0.0291
SCARF2	Q96GP6	Height	0.0142
SCARF2	Q96GP6	Body fat-free mass	0.0617
SCARF2	Q96GP6	Forced expiratory volume in 1-second (FEV1)	0.0658
SCARF2	Q96GP6	Height	0.0346
SCARF2	Q96GP6	Body fat-free mass	0.0375
SCARF2	Q96GP6	Coronary artery disease	0.0921
SCARF2	Q96GP6	Forced expiratory volume in 1-second (FEV1)	0.0411
SCARF2	Q96GP6	Height	0.0211
SCG3	Q8WXD2	Body fat mass	-0.0186
SCG3	Q8WXD2	Body fat percentage	-0.014
SCG3	Q8WXD2	Body mass index	-0.0174
SCG3	Q8WXD2	C-reactive protein	-0.0163
SCG3	Q8WXD2	Cognitive performance	-0.0246
SCG3	Q8WXD2	Educational attainment	-0.0104
SCG3	Q8WXD2	Hip circumference	-0.0186
SCG3	Q8WXD2	WHR	-0.00999
SCG3	Q8WXD2	Waist circumference	-0.0159
SCG3	Q8WXD2	Weight	-0.0163
SCG3	Q8WXD2	Body fat mass	-0.0311
SCG3	Q8WXD2	Body fat percentage	-0.0233
SCG3	Q8WXD2	Body fat-free mass	-0.0136
SCG3	Q8WXD2	Body mass index	-0.0291
SCG3	Q8WXD2	C-reactive protein	-0.0273
SCG3	Q8WXD2	Cognitive performance	-0.0411
SCG3	Q8WXD2	Educational attainment	-0.0174
SCG3	Q8WXD2	Hip circumference	-0.031
SCG3	Q8WXD2	Waist circumference	-0.0266
SCG3	Q8WXD2	Weight	-0.0272
SCG3	Q8WXD2	Body fat mass	-0.0271
SCG3	Q8WXD2	Body fat percentage	-0.0203
SCG3	Q8WXD2	Body mass index	-0.0258
SCG3	Q8WXD2	C-reactive protein	-0.0232
SCG3	Q8WXD2	Cognitive performance	-0.0348
SCG3	Q8WXD2	Educational attainment	-0.0167
SCG3	Q8WXD2	Hip circumference	-0.0277
SCG3	Q8WXD2	Weight	-0.0245
SCGN	O76038	Ulcerative colitis	-0.665
SCGN	O76038	Multiple sclerosis	0.754
SCGN	O76038	Ulcerative colitis	-0.543
SCIN	Q9Y6U3	Height	0.0963
SCIN	Q9Y6U3	Height	0.0756
SCLY	Q96I15	Epilepsy (focal)	0.15
SCPEP1	Q9HB40	Melaena	0.00142
SDC1	P18827	Apolipoprotein A1	-0.163
SDC1	P18827	High density lipoprotein cholesterol levels	-0.0916
SDC1	P18827	Linoleic acid	-0.245
SDC1	P18827	Low density lipoprotein cholesterol levels	-0.135
SDC1	P18827	Non-HDL cholesterol levels	-0.153
SDC1	P18827	Omega-6 fatty acids	-0.255
SDC1	P18827	Phosphatidylcholines	-0.253
SDC1	P18827	Phosphoglycerides	-0.259
SDC1	P18827	Polyunsaturated fatty acids	-0.262
SDC1	P18827	Total cholesterol levels	-0.158
SDC1	P18827	Total cholines	-0.251
SDCCAG8	Q86SQ7	Chronic kidney disease	-0.267
SDCCAG8	Q86SQ7	Creatinine	-0.0841
SDCCAG8	Q86SQ7	Diastolic blood pressure	-0.972
SDCCAG8	Q86SQ7	Educational attainment	0.0389
SDCCAG8	Q86SQ7	Glomerular filtration rate (estimated)	0.0133
SDCCAG8	Q86SQ7	Height	-0.0379
SDCCAG8	Q86SQ7	Hypertension	-0.0191
SDCCAG8	Q86SQ7	Hyperthyroidism/thyrotoxicosis	-0.00338
SDCCAG8	Q86SQ7	Pulse pressure	0.374
SEL1L	Q9UBV2	C-reactive protein	-0.0334
SEL1L	Q9UBV2	Height	0.0154
SELL	P14151	High density lipoprotein cholesterol levels	-0.0192
SEMA3G	Q9NS98	Apolipoprotein A1	0.0551
SEMA3G	Q9NS98	Concentration of chylomicrons and extremely large VLDL	-0.0613
SEMA3G	Q9NS98	High density lipoprotein cholesterol levels	0.056
SEMA3G	Q9NS98	Osteoarthritis (hip or knee)	-0.122
SEMA3G	Q9NS98	Osteoarthritis (knee)	-0.123
SEMA3G	Q9NS98	Triglycerides	-0.0533
SEMA3G	Q9NS98	WHR	-0.0472
SEMA3G	Q9NS98	Waist circumference	-0.0293
SEMA3G	Q9NS98	Apolipoprotein A1	0.0523
SEMA3G	Q9NS98	Concentration of chylomicrons and extremely large VLDL	-0.0582
SEMA3G	Q9NS98	High density lipoprotein cholesterol levels	0.0531
SEMA3G	Q9NS98	Osteoarthritis (hip or knee)	-0.115
SEMA3G	Q9NS98	Triglycerides	-0.0505
SEMA3G	Q9NS98	WHR	-0.0448
SEMA3G	Q9NS98	Waist circumference	-0.0278
SEMA4D	Q92854	Body mass index	-0.0286
SEMA4D	Q92854	Height	0.025
SEMA4D	Q92854	Concentration of chylomicrons and extremely large VLDL	0.183
SEMA4D	Q92854	Triglycerides	0.102
SEPTIN8	Q92599	High density lipoprotein cholesterol levels	-0.058
SERPINA1	P01009	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.0613
SERPINA1	P01009	Autism spectrum disorder	-0.113
SERPINA1	P01009	Body fat-free mass	-0.0133
SERPINA1	P01009	Descending aorta diameter	-0.0522
SERPINA1	P01009	Diastolic blood pressure	0.124
SERPINA1	P01009	Forced expiratory volume in 1-second (FEV1)	-0.0197
SERPINA1	P01009	Peripheral artery disease	0.105
SERPINA1	P01009	Pulse pressure	0.155
SERPINA1	P01009	Systolic blood pressure	0.283
SERPINA1	P01009	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0544
SERPINA1	P01009	WHR	0.0121
SERPINA1	P01009	Abdominal subcutaneous adipose tissue and gluteofemoral adipose tissue ratio (ASAT/GFAT)	0.0585
SERPINA1	P01009	Body fat-free mass	-0.0136
SERPINA1	P01009	Cholelithiasis	0.00321
SERPINA1	P01009	Descending aorta diameter	-0.0492
SERPINA1	P01009	Diastolic blood pressure	0.138
SERPINA1	P01009	Educational attainment	-0.0125
SERPINA1	P01009	Forced expiratory volume in 1-second (FEV1)	-0.0195
SERPINA1	P01009	Forced vital capacity (FVC)	0.0208
SERPINA1	P01009	Liver volume	-0.0474
SERPINA1	P01009	Osteoarthritis	0.0433
SERPINA1	P01009	Peripheral artery disease	0.105
SERPINA1	P01009	Pulse pressure	0.183
SERPINA1	P01009	Systolic blood pressure	0.327
SERPINA1	P01009	Visceral adipose tissue adjusted for BMI and height (VATadj)	0.0565
SERPINA1	P01009	WHR	0.0121
SERPINA1	P01009	Autism spectrum disorder	-0.421
SERPINA1	P01009	Descending aorta diameter	-0.15
SERPINA1	P01009	Low density lipoprotein cholesterol levels	-0.12
SERPINA1	P01009	Non-HDL cholesterol levels	-0.103
SERPINA1	P01009	Pulse pressure	0.484
SERPINA1	P01009	Systolic blood pressure	0.833
SERPINA1	P01009	Urate	-0.0497
SERPINA3	P01011	Low density lipoprotein cholesterol levels	-0.0164
SERPINA3	P01011	Non-HDL cholesterol levels	-0.0137
SERPINA3	P01011	Total cholesterol levels	-0.0133
SERPINA5	P05154	Height	0.0511
SERPINA5	P05154	Triglycerides	-0.0313
SERPINA5	P05154	Triglycerides	-0.0276
SERPINA5	P05154	Triglycerides	-0.0187
SERPINB5	P36952	Kidney cancer	0.468
SERPINB5	P36952	Kidney cancer	0.351
SERPINE1	P05121	Height	0.0569
SERPINE1	P05121	High density lipoprotein cholesterol levels	0.0549
SERPINE1	P05121	Height	0.0599
SERPINE1	P05121	High density lipoprotein cholesterol levels	0.076
SERPINE2	P07093	Height	-0.0885
SERPINE2	P07093	Blood clot in the leg (Deep venous thrombosis)	-0.00182
SERPINF1	P36955	Forced expiratory volume in 1-second (FEV1)	-0.0176
SERPINF1	P36955	Forced vital capacity (FVC)	0.019
SERPINF1	P36955	Height	-0.0314
SERPINF1	P36955	Forced expiratory volume in 1-second (FEV1)	-0.0352
SERPINF1	P36955	Forced vital capacity (FVC)	0.0372
SERPINF1	P36955	Height	-0.0621
SERPINF1	P36955	Forced expiratory volume in 1-second (FEV1)	-0.0273
SERPINF1	P36955	Forced vital capacity (FVC)	0.0289
SERPINF1	P36955	Height	-0.0483
SERPINF1	P36955	Forced expiratory volume in 1-second (FEV1)	-0.0355
SERPINF1	P36955	Forced vital capacity (FVC)	0.0381
SERPINF1	P36955	Height	-0.0626
SERPINF2	P08697	Albumin	-0.113
SERPINF2	P08697	Apolipoprotein A1	-0.0355
SERPINF2	P08697	Apolipoprotein B	-0.0399
SERPINF2	P08697	C-reactive protein	0.0474
SERPINF2	P08697	IGF-1	0.0569
SERPINF2	P08697	Linoleic acid	-0.0726
SERPINF2	P08697	Omega-6 fatty acids	-0.0695
SERPINF2	P08697	Polyunsaturated fatty acids	-0.066
SERPINF2	P08697	Total cholesterol levels	-0.032
SERPINF2	P08697	Triglycerides	-0.045
SERPINF2	P08697	Apolipoprotein A1	-0.0643
SERPINF2	P08697	Linoleic acid	-0.131
SERPINF2	P08697	Non-HDL cholesterol levels	-0.0505
SERPINF2	P08697	Total cholesterol levels	-0.062
SERPINF2	P08697	Apolipoprotein A1	-0.0369
SERPINF2	P08697	Apolipoprotein B	-0.0422
SERPINF2	P08697	C-reactive protein	0.0473
SERPINF2	P08697	IGF-1	0.0563
SERPINF2	P08697	Linoleic acid	-0.0755
SERPINF2	P08697	Low density lipoprotein cholesterol levels	-0.0236
SERPINF2	P08697	Non-HDL cholesterol levels	-0.0371
SERPINF2	P08697	Omega-6 fatty acids	-0.0707
SERPINF2	P08697	Total cholesterol levels	-0.0395
SERPINF2	P08697	Triglycerides	-0.0509
SERPINF2	P08697	Albumin	-0.197
SERPINF2	P08697	Apolipoprotein A1	-0.0617
SERPINF2	P08697	Apolipoprotein B	-0.0717
SERPINF2	P08697	C-reactive protein	0.0801
SERPINF2	P08697	IGF-1	0.0952
SERPINF2	P08697	Linoleic acid	-0.127
SERPINF2	P08697	Low density lipoprotein cholesterol levels	-0.0385
SERPINF2	P08697	Non-HDL cholesterol levels	-0.059
SERPINF2	P08697	Omega-6 fatty acids	-0.12
SERPINF2	P08697	Polyunsaturated fatty acids	-0.115
SERPINF2	P08697	Total cholesterol levels	-0.0635
SERPINF2	P08697	Triglycerides	-0.0843
SERPING1	P05155	Cognitive performance	0.0142
SERPING1	P05155	Educational attainment	0.0104
SERPING1	P05155	Pulse pressure	0.184
SERPING1	P05155	Schizophrenia	-0.0485
SERPING1	P05155	Glomerular filtration rate (estimated)	0.00548
SERPING1	P05155	Phenylalanine	-0.0647
SERPING1	P05155	Schizophrenia	-0.123
SERPING1	P05155	Cognitive performance	0.0145
SERPING1	P05155	Educational attainment	0.0107
SERPING1	P05155	Glomerular filtration rate (estimated)	0.00126
SERPING1	P05155	Pulse pressure	0.189
SERPING1	P05155	Schizophrenia	-0.0498
SEZ6L	Q9BYH1	Apolipoprotein A1	0.0678
SFRP1	Q8N474	Height	0.0498
SFRP1	Q8N474	Body fat-free mass	0.0265
SHH	Q15465	Height	0.0368
SHH	Q15465	Height	0.0671
SHISA5	Q8N114	Crohn's disease	-0.333
SHISA5	Q8N114	Glomerular filtration rate (estimated)	-0.00842
SHISA5	Q8N114	Height	0.0335
SHISA5	Q8N114	Inflammatory bowel disease	-0.309
SHISA5	Q8N114	Ulcerative colitis	-0.343
SHMT1	P34896	Educational attainment	0.0106
SHMT1	P34896	Height	-0.0195
SHMT1	P34896	IGF-1	-0.0217
SHMT1	P34896	Diastolic blood pressure	0.21
SHMT1	P34896	IGF-1	-0.0307
SHMT1	P34896	Insulin fold change (IFC), not adjusted for BMI	-0.0724
SHMT1	P34896	Insulin sensitivity index (ISI), not adjusted for BMI	-0.0724
SHMT1	P34896	Systolic blood pressure	0.378
SIGLEC9	Q9Y336	C-reactive protein	0.0156
SIGLEC9	Q9Y336	Hip circumference	-0.0118
SIRPG	Q9P1W8	Type 1 diabetes	0.219
SIRPG	Q9P1W8	Type 1 diabetes	0.711
SIRPG	Q9P1W8	Type 1 diabetes	0.313
SLAMF1	Q13291	Multiple sclerosis	0.799
SLAMF7	Q9NQ25	Multiple sclerosis	0.116
